Seite,Zeilen,TextDissertation,SeiteFundstelle,ZeilenFundstelle,TextFundstelle,Kategorie,ImLiteraturverzeichnis,Quelle,URL,Anmerkung
021, "105-109", "[8] Es gab drei Rechtstypen der Besiedlung, deren ursprüngliches System bis heute in den einzelnen Bundesstaaten spürbar ist: die Kronkolonie (z. B. Virginia), Eigentümerkolonie (Maryland) und Freibriefkolonie (New Plymouth in Massachusetts, New Haven in Connecticut); hierzu ausführlich &#039;&#039;K. Loewenstein&#039;&#039; (1959), S. 2 f.; &#039;&#039;W. Brugger&#039;&#039;, Einführung in das öffentliche Recht der USA, 2. Auflage 2001, S. 1.", 2, "20-23", "[...], daß es drei Rechtstypen der Besiedlung gab, deren ursprüngliche Organisation sich in der Folgezeit bis heute bemerkbar machte. Diese waren die Kronkolonie, die Eigentümerkolonie und die Freibriefkolonie.", "VerschärftesBauernOpfer", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", ""
021, "110-114", "[9] Die Holländer kauften 1626 die Insel Manhattan für 24 Dollar den Indianern ab und gründeten dort New Amsterdam. Nachdem 1655 ein Versuch der Schweden, sich in der Delaware-Bucht niederzulassen, abgewehrt werden konnte, musste sich freilich die holländische Siedlung 1664 den Engländern ergeben. Die Siedlung erhielt den Namen New York.", 02, "12-17", "Die Insel Manhattan an der Mündung des Hudson-Flusses wurde 1626 von ihnen um 24 Dollars den Indianern abgekauft und dort New Amsterdam gegründet. Ein Versuch der Schweden, sich in der Delaware-Bucht einzunisten, wurde von den Holländern abgewiesen (1655). Die holländische Siedlung mußte sich 1664 den Engländern ergeben und wurde in New York umgetauft.", "Verschleierung", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", "yo frly"
021, "115-122", "[10] Während des 16. Jahrhunderts war die Erforschung des nordamerikanischen Kontinents überwiegend den Franzosen vorbehalten, die sich im frühen 17. Jahrhundert schließlich im Osten Kanadas niederließen und bis in den heutigen Mittleren Westen gelangten (beispielhaft der französische Entdecker &#039;&#039;R.R.C. de La Salle&#039;&#039; 1643 –1687, der „patron saint“ von Chicago); erst 1699 wurde die französische Kolonie von Louisiana an der Mündung des Mississippi gegründet. Siehe auch zur Kolonialperiode in der US-amerikanischen Geschichte &#039;&#039;K. Loewenstein&#039;&#039;, Verfassungsrecht und Verfassungspraxis der Vereinigten Staaten, 1959, S. 1 ff.", 01, "22-29", "Die Erforschung des eigentlichen nordamerikanischen Kontinents blieb fast während des ganzen 16. Jahrhunderts die vorzugsweise Domäne der Franzosen, die sich zu Beginn des 17. Jahrhunderts im östlichen Kanada festsetzten und von dort auf dem Landweg über die großen Seen in den heutigen Mittleren Westen vorstießen. Unter ihnen zeichnete sich La Salle, der &#039;&#039;patron saint&#039;&#039; von Chicago, besonders aus. Die französische Kolonie von Louisiana an der Mississippi-Mündung wurde erst 1699 gegründet.", "VerschärftesBauernOpfer", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", ""
22, "3-13", "T. Jeffersons [12] Zeit von 1784 bis 1789 als Gesandter in Paris darf zu den Marksteinen politischer Entwicklung in Amerika gezählt werden. Sein grundsätzlich am englischen Recht, am antiken Republikanismus und am Individualismus der Aufklärung ausgerichtetes Staatsdenken erfuhr durch den französischen Einfluss und die geistige Unterstützung der französischen Revolution den Feinschliff. In seine Präsidentschaft fällt schließlich auch der Louisiana Purchase, der Kauf des ausgedehnten Louisiana-Gebiets von Frankreich (1803). Die Vertreter „seiner“ politischen Richtung vereinigten sich schließlich unter Jeffersons Führung zur Republikanischen Partei (die spätere Demokratische Partei). Eine weitere kulturelle Einflussnahme von Jefferson sollte nicht vorenthalten werden: Bekanntlich betätigte er sich auch als Architekt und orientierte sich bei seinen für die amerikanische Architektur impulsgebenden Entwürfen an der Baukunst der spätrömischen Antike sowie den Werken A. Palladios.", "146f", "", "Jefferson [...] 2) Thomas, [...] J.s am engl. Recht, am antiken Republikanismus und am Individualismus der Aufklärung orientiertes Staatsdenken erfuhr durch seinen Aufenthalt als Gesandter in Frankreich (1785-89) und während seiner Tätigkeit als Staats-Sekr. des Auswärtigen (1790-93) und Vize.-Präs. (1797-1801) unter frz. Einfluß [...] ihr diente auch der Kauf des riesigen Louisana-Gebietes von Frankreich 1803 (Louisana Purchase). [...] - J. betätigte sich auch als Architekt; er knüpfte bei seinen Entwürfen an die Baukunst der spätröm. Antike und A. Palladios an.", "HalbsatzFlickerei", "nein", "Brockhaus 1990 (11)", "http://de.guttenplag.wikia.com/wiki/Kategorie:Brockhaus%201990%20(11)", "Vlt. nicht die vom Verf. herangezogene Quelle.  Der Satz &quot;sammelte er die demokrat. Partei (damals republikanische genannt) um sich&quot; findet sich in der 17. Auflage (1966) u.d.T. &quot;Der große Brockhaus&quot;.  Dort allerdings u.a. kein Hinweis auf seine Tätigkeit als Architekt."
022, "101-110", "[11] So gibt es ein schöpferisches Musikleben nach europäischem Vorbild seit etwa 1800. Als frühester Komponist gilt der aus Mähren stammende A.P. Heinrich. Die Komponisten der sog. „Neuenglandschule“ (2. Hälfte des 19. Jahrhunderts) wie J.K. Paine / H. Parker und E. McDowell sahen ihre Vorbilder in J. Brahms und E. Grieg. Andere, wie D.G. Mason und C.M. Loeffler, griffen später auf C. Debussy und M. Ravel zurück; vgl. zur amerikanischen Musikgeschichte H.W. Hitchcock, Music in the United States, 2. Auflage 1974. Die amerikanische Kunst wurde stets von Emigranten mitgeprägt – beispielhaft in der&#13;&#10;Architektur W. Gropius / L. Mies van der Rohe, in Malerei und Skulptur der ersten Hälfte&#13;&#10;des 20. Jahrhunderts M. Ernst / L. Moholy-Nagy oder N. Gabo, siehe umfassend M. Baigell,&#13;&#10;A History in American Painting, 1971.", "486ff", "", "amerikanische Kunst [...] doch auch in den Bauten vieler Emigranten wie Eliel und Eero Saarinen, W. Gropius, L. Mies van der Rohe, E. Mendelsohn, J. L. Sert, M. Breuer, R. M. Schindler und R. Neutra. [...]&#13;&#10;&#13;&#10;Malerei und Skulptur der ersten Hälfte des 20. Jh. verbleiben stärker im Zusammenhang mit der europ. Entwicklung, und auch hier sind die Einwirkungen von Emigranten beträchtlich (A. Archipenko, J. Albers, N. Gabo, Louise Nevelson, J. Lipchitz, M. Ernst, H. Hofmann, L. Moholy-Nagy).&#13;&#10;&#13;&#10;[...]&#13;&#10;&#13;&#10;Malerei und Skultoru: [...] M. Baigell: A history of American painting (ebd. 1971)&#13;&#10;&#13;&#10;[...]&#13;&#10;&#13;&#10;amerikanische Musik [...] Ein schöpfer. Musikleben nach europ. Vorbild gibt es seit etwa 1800. Als frühester Komponist gilt der aus Mähren stammende A. P. Heinrich. - Die Komponisten der Neuenglandschule (2. Hälfte des 19. Jh.) studierten z.T. in Dtl. und komponierten in der Art von J. Brahms und E. Grieg, so J. K. Paine, G. W. Chadwick, H. Parker, A. Foote und E. McDowell, der für Amerika typischste Komponist dieser Zeit (»Indian suite«, 2 Klavierkonzerte). Ein Neuerer, der sich um 1900 gegen die Nachahmung der europ. Kompositionsstile stellte, war C. Ives. Nach 1900 wurde Frankreich der Treffpunkt junger amerikan. Komponisten, wo V. d&#039;Indy, C. Debussy und M. Ravel die Vorbilder waren, so für den Spätromantiker D.G. Mason und die Impressionisten C. M. Loeffler und C. T. Griffes.&#13;&#10;&#13;&#10;[...]&#13;&#10;&#13;&#10;Emigranten wie P. Hindemith, A. Schönberg, I. Strawinsky, E. Krenek übten in den USA starken Einfluß aus.&#13;&#10;&#13;&#10;[...]&#13;&#10;&#13;&#10;H. W. Hitchcock: Music in ihe United States (Englewood Cliffs, NJ, 1974);&#13;&#10;&#13;&#10;[...]", "HalbsatzFlickerei", "nein", "Brockhaus 1986 (1)", "http://de.guttenplag.wikia.com/wiki/Kategorie:Brockhaus%201986%20(1)", "Der Verfasser findet die Einflüsse der Europäer in der amerikanischen Kunst durch Nachschlagen im Brockhaus."
23, "03-19", "Der Text der von Jefferson verfassten Unab­hängigkeitserklärung ist Spiegelbild dieses Phänomens. Er besteht aus drei Teilen, wobei einer Auflistung der Demütigungen und Ungerechtigkeiten Englands eine Rechtfertigung der Revolution und schließlich eine Darstellung der Grundlagen des neuen amerikanischen Gemeinwesens folgt. Und selbst dieses „neue&quot; Ge­meinwesen folgt tief ausgetretenen europäischen Spuren. Da eine Bezugnahme der Kolonien auf das englische Recht über Jahre fruchtlos blieb, greift man auf die Gedanken der Aufklärung und damit auf Elemente das Natur- und Vernunftrechts zurück. So wurde unter anderem wie folgt formuliert:&#13;&#10;&#13;&#10;„We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. - That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, - That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.&quot;[14]", 02, "07-26", "Der Ablösungsprozeß kulminierte in der vom Kongreß am 4. Juli 1776 angenommenen Unabhängigkeitserklärung, die von Thomas Jefferson ausgearbeitet worden war. Die Unabhängigkeitserklärung besteht aus drei argumentativen Teilen: einer Aufzählung der von der englischen Krone begangenen Ungerechtigkeiten, einer Rechtfertigung der revolutionären Ablösung und einer Darlegung der Grundlagen des neuen amerikanischen Gemeinwesens. Letztere mußten, nachdem Jahrelange Berufungen der Kolonien auf das überkommene englische Recht nicht zur Beilegung der Konflikte geführt hatten, auf ein fundamentaleres Recht gestützt werden auf das von der Aufklärung propagierte Natur- und Vernunftrecht: &quot;We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness. - That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, - That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.&quot;[2]", "VerschärftesBauernOpfer", "ja", "Brugger 2001", "http://de.guttenplag.wikia.com/wiki/Kategorie:Brugger%202001", "Zu Guttenberg verweist in Fn. 14 auf diese Stelle bei Brugger."
023, "21-25", "Auch die Verfassungen der Einzelstaaten [15] , die teilweise den Anregungen des 2. Kontinentalkongresses [16] 1775/76 folgten, umfassten indes Grundrechtserklärungen, die sich nicht nur an der Hinterlassenschaft Englands, sondern auch an den damals aktuellen Leitlinien des Gesellschaftsvertrags und des Naturrechts ausrichteten.", "06-07", "34-36;41-43;01-01", "Die Mehrzahl der nunmehr in souveräne Staaten verwandelten Kolonien gab sich, teils den Anregungen des Kontinentalkongresses folgend, freiheitliche Verfassungen; [...] Die Staatsverfassungen waren meist von Grundrechtserklärungen begleitet, die neben dem englischen Erbgut auch die damals modernen Grundsätze des Naturrechts und des Gesellschaftsvertrags widerspiegelten.", "VerschärftesBauernOpfer", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", "Fußnote 15 enthält ein weiteres Plagiat auf Loewenstein,  Fußnote 16 verweist mit &quot;Dazu&quot; auf Loewenstein."
23, "106-108", "[Fn. 14] Zitiert nach P. Kurland/R. Urtier, The Founders&#039; Constitution, Vol I. 1987. S. 9 ff.; komplett abgedruckt bei R. D. Rotunda. Modern Constitutional Law. 6th ed. 2000. Appendix A. S. 524 ff.; [siehe zum Inhalt der Unabhängigkeitserklärung auch W. Brugger, Einführung in das öffentliche Recht der USA, 2. Aufl. 2001. S.2f., ...]", 2, "101-102", "[Fn. 2] Text in Kurland/Lerner, The Founders&#039; Constitution I, S. 9 ff., und in Rotunda u.a., Const. Law, Appendix A. Deutsche Übersetzung in Schambeck u.a., Dokumente, Nr. 30.", "VerschärftesBauernOpfer", "ja", "Brugger 2001", "http://de.guttenplag.wikia.com/wiki/Kategorie:Brugger%202001", "Zu Guttenberg verweist in der Fußnote auf diese Stelle bei Brugger. Der Autorenname &quot;Urtier&quot; ist ein Fehler (mglw. ein Scanfehler)."
023, "113-115", "[15] 1780 hatten sich bereits elf von 13 Staaten eine Verfassung gegeben. South Carolina und New Hampshire griffen dabei als erste noch nicht einmal auf die Anregungen des Kontinentalkongresses zurück.", 06, "34-38", "Die Mehrzahl der nunmehr in souveräne Staaten verwandelten Kolonien gab sich, teils den Anregungen des Kontinentalkongresses folgend, freiheitliche Verfassungen; New Hampshire und South Carolina waren schon vorausgegangen; im Jahre 1780 war dies von elf Staaten vorgenommen.", "Verschleierung", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", "Auslagerung eines Satzes des Originaltextes in eine Fußnote."
024, "02-08", "Die nachfolgende Bundesverfassung erfuhr eine nachhaltige Prägung durch die Neuerungen in den Einzelverfassungen, die neben der umfassenden Betonung der Gewaltenteilung von einer Stärkung der gesetzgebenden Körperschaften als Mittelpunkt der Staatsgewalt über die eingeschränkteren Rechte der gewählten Gouverneure als Inhaber der ausführenden Gewalt bis zu einer gesteigerten religiösen Toleranz und einer Intensivierung der demokratischen Grundsätze der Volkssouveränität reichten.", 07, "01-10", "Von den bisherigen Charters unterschieden sich die durch die beschränkteren Rechte der von den Versammlungen gewählten Gouverneure als den Inhabern der ausführenden Gewalt, die stärkere Betonung der gesetzgebenden Körperschaften als des Mittelpunkts der Staatsgewalt, die größere religiöse Toleranz und den Nachdruck, den sie auf die demokratischen Grundsätze der Volkssouveränität legten. Besonders auffallend ist die Bedeutung, die der Gewaltentrennung zugemessen wurde. [...] Auf die nachmalige Bundesverfassung übten die Einzelstaatsverfassungen nachhaltigen Einfluß aus.", "Verschleierung", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", ""
024, "11-13", "Das Ergebnis der Kontinentalkongresse waren die 1777 beschlossenen und 1781 ratiﬁzierten &#039;&#039;Articles of Confederation&#039;&#039;, die erste Verfassung der Vereinigten Staaten.", 07, "13-17", "Das Ergebnis waren die Konföderationsartikel (&#039;&#039;Articles of Confederation&#039;&#039;), die erste Verfassung der Vereinigten Staaten von Amerika (1777), die nach ihrer sich lange hinzögernden Ratifikation durch die Staaten 1781 in Kraft traten.", "Verschleierung", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", ""
024, "27-31", "Knüpfte man die amerikanische Verfassungsgeschichte an das Vorhandensein eines Textes, der zumindest einige der heute allgemein angelegten verfassungstheoretischen Kriterien erfüllt, so ließen sich bereits die 1638 in Hartford erlassenen Fundamental Orders of Connecticut heranziehen, um das frühe Aufkeimen konstitutioneller Strukturen abzubilden. [20]", 04, "17-22", "Verschiedentlich wurden diese Einrichtungen sogar in der Form einer geschriebenen Verfassung festgelegt. Die bedeutendste unter ihnen, die &#039;&#039;Fundamental Orders of Connecticut&#039;&#039;, erlassen in Hartford im Jahre 1638, kann wohl als die erste geschriebene Verfassung gelten und geht zeitlich dem mutterländischen &#039;&#039;Instrument of Government&#039;&#039; von Cromwell (1654) vor.", "Verschleierung", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", "Fußnote 20 enthält den letzten Halbsatzes des Absatzes der Originalquelle."
024, "108-109", "[20] Sie gehen damit sogar dem englichen „Instrument of Government“ von &#039;&#039;O. Cromwell&#039;&#039; aus dem Jahr 1653 vor.", 04, "21-22", "[...] und geht zeitlich dem mutterländischen &#039;&#039;Instrument of Government&#039;&#039; von Cromwell (1654) vor.", "Verschleierung", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", "Auslagerung eines Halbsatzes des Originaltextes in eine Fußnote."
025, "02-05", "Vorangegangene Einigungsbemühungen unter den Kolonien wie etwa &#039;&#039;B. Franklins&#039;&#039; Plan eines Bundes aus dem Jahre 1754 oder die bereits 1743 geschlossene „New England Confederation“ konnten keine stabile, gemeinhin akzeptierte Ordnung etablieren.", 04, "28-31", "Einigungsbestrebungen unter den Kolonien wie Freundschaftsvertrag zwischen einigen New England-Gebieten (1743) (&#039;&#039;New England Confederation&#039;&#039;) oder Benjamin Franklin&#039;s Plan eines Bundes (1754) führten zu keinem dauernden Ergebnis.", "Verschleierung", "ja", "Loewenstein 1959", "http://de.guttenplag.wikia.com/wiki/Kategorie:Loewenstein%201959", ""
